game_id,season,round,date,ts,kickoff_hour,weekday,played,status,home_id,home,away_id,away,hg,ag,h_xa,a_xa,h_xgot,a_xgot,h_saves,a_saves,h_shots,a_shots,h_xgc,a_xgc,h_fouls,a_fouls,h_corners,a_corners,h_red,a_red,h_shots_ib,a_shots_ib,h_attacks,a_attacks,h_sot,a_sot,h_bigch,a_bigch,h_yellow,a_yellow,h_poss,a_poss,h_xg,a_xg,book,odds_H,open_H,odds_D,open_D,odds_A,open_A,h_rest,a_rest,h_xg_all,h_npxg,h_xg_open,h_xg_openstr,h_xg_sp,h_xg_level,h_xgot_sum,h_pens,h_shots_n,a_xg_all,a_npxg,a_xg_open,a_xg_openstr,a_xg_sp,a_xg_level,a_xgot_sum,a_pens,a_shots_n
4295058,142,15,2025-02-08,1739020800.0,17.333333333333332,5,True,Ended,8353,Al Ain,57374,Al Bataeh,2.0,1.0,0.56,0.88,0.84,1.76,5.0,2.0,10.0,14.0,1.38,0.57,6.0,11.0,5.0,10.0,0.0,0.0,,,107.0,80.0,4.0,6.0,0.0,1.0,1.0,1.0,60.0,40.0,0.57,1.38,Bet365,1.27,1.25,5.25,5.5,7.0,7.5,9.003472222222221,9.003472222222221,0.56,0.56,0.53,0.46,0.03,0.54,0.8300000000000001,0.0,10.0,1.3700000000000003,1.3700000000000003,1.3300000000000003,1.3300000000000003,0.04,1.2100000000000002,1.7700000000000005,0.0,14.0
4295057,142,15,2025-02-08,1739030400.0,20.0,5,True,Ended,8347,Shabab Al Ahly,8652,Ajman Club,3.0,1.0,1.73,0.13,2.38,0.24,1.0,4.0,16.0,5.0,0.29,2.6,15.0,17.0,1.0,4.0,0.0,0.0,,,148.0,58.0,7.0,2.0,3.0,1.0,1.0,2.0,64.0,36.0,2.6,0.29,Bet365,1.33,1.33,4.75,4.8,8.0,6.5,4.114583333333333,8.114583333333334,2.62,1.8300000000000003,1.7500000000000002,1.4600000000000002,0.08,0.5700000000000001,2.3800000000000003,1.0,16.0,0.2799999999999999,0.2799999999999999,0.2799999999999999,0.2799999999999999,0.0,0.0,0.24,0.0,5.0
4295059,142,15,2025-02-08,1739030400.0,20.0,5,True,Ended,8350,Al-Wahda,11134,Khor Fakkan,3.0,1.0,1.68,0.79,2.39,1.36,1.0,6.0,24.0,9.0,0.88,1.76,12.0,16.0,8.0,2.0,0.0,1.0,,,71.0,46.0,9.0,2.0,1.0,0.0,0.0,4.0,76.0,24.0,1.76,0.88,Bet365,1.36,1.5,4.2,3.75,7.0,5.5,8.114583333333334,9.114583333333334,1.7700000000000002,1.7700000000000002,1.63,1.1900000000000002,0.14,0.7700000000000001,2.43,0.0,25.0,0.91,0.91,0.5700000000000001,0.48,0.3399999999999999,0.29,1.36,0.0,9.0
4295060,142,15,2025-02-09,1739107200.0,17.333333333333332,6,True,Ended,10904,Dubba Al Husun,8346,Al Wasl,2.0,3.0,,,,,3.0,1.0,13.0,20.0,,,9.0,12.0,4.0,5.0,0.0,0.0,,,84.0,102.0,3.0,6.0,1.0,4.0,3.0,2.0,39.0,61.0,,,Bet365,7.0,5.5,5.0,4.5,1.3,1.4,5.003472222222222,9.88888888888889,1.29,1.29,1.06,0.4599999999999999,0.23,0.94,1.11,0.0,13.0,2.16,2.16,2.14,1.9100000000000004,0.02,1.03,2.71,0.0,20.0
4295056,142,15,2025-02-09,1739116800.0,20.0,6,True,Ended,8345,Baniyas,8349,Al Nasr Dubai,0.0,0.0,0.58,1.08,0.0,0.13,1.0,0.0,12.0,9.0,0.48,0.58,11.0,10.0,3.0,8.0,0.0,0.0,,,65.0,62.0,0.0,1.0,0.0,1.0,1.0,4.0,44.0,56.0,0.58,0.48,Bet365,3.8,4.5,3.2,3.6,1.85,1.62,9.0,9.0,0.5900000000000001,0.5900000000000001,0.49,0.35,0.1,0.5900000000000001,0.0,0.0,12.0,0.5000000000000001,0.5000000000000001,0.4600000000000001,0.3600000000000001,0.04,0.5000000000000001,0.13,0.0,9.0
4352237,142,16,2025-02-13,1739453100.0,17.416666666666668,3,True,Ended,11134,Khor Fakkan,11565,Al Urooba,3.0,0.0,0.83,1.29,1.96,0.32,3.0,1.0,12.0,15.0,0.83,1.27,18.0,10.0,2.0,6.0,0.0,0.0,,,78.0,110.0,4.0,3.0,4.0,1.0,2.0,1.0,38.0,62.0,1.27,0.83,Bet365,1.73,1.53,3.5,3.75,3.9,5.0,4.892361111111111,5.892361111111111,1.27,1.27,1.21,0.96,0.06,0.29,1.97,0.0,12.0,0.8400000000000002,0.8400000000000002,0.8200000000000002,0.8200000000000002,0.02,0.0,0.32,0.0,16.0
4352238,142,16,2025-02-13,1739462400.0,20.0,3,True,Ended,8353,Al Ain,8355,Kalba,3.0,1.0,1.06,0.34,1.91,0.19,1.0,6.0,21.0,6.0,0.31,1.05,16.0,7.0,6.0,3.0,0.0,0.0,,,77.0,94.0,9.0,2.0,2.0,0.0,1.0,3.0,59.0,41.0,1.05,0.31,Bet365,1.38,1.55,4.5,3.75,6.0,5.0,5.111111111111111,7.0,1.0500000000000005,1.0500000000000005,0.8200000000000001,0.6100000000000001,0.23,0.25,1.91,0.0,21.0,0.31,0.31,0.16,0.16,0.15,0.08,0.19,0.0,6.0
4352236,142,16,2025-02-14,1739539500.0,17.416666666666668,4,True,Ended,8652,Ajman Club,8345,Baniyas,2.0,3.0,0.38,1.75,1.49,3.19,4.0,4.0,9.0,15.0,1.66,0.55,8.0,18.0,8.0,5.0,1.0,0.0,,,66.0,109.0,6.0,8.0,0.0,3.0,3.0,3.0,40.0,60.0,0.55,1.66,Bet365,2.25,2.0,3.4,3.6,2.7,3.0,5.892361111111111,4.892361111111111,0.5599999999999999,0.5599999999999999,0.3399999999999999,0.3399999999999999,0.22,0.03,1.4899999999999998,0.0,9.0,1.6700000000000002,1.6700000000000002,1.65,1.13,0.02,0.52,3.2,0.0,15.0
4352239,142,16,2025-02-14,1739539500.0,17.416666666666668,4,True,Ended,57374,Al Bataeh,10904,Dubba Al Husun,2.0,2.0,1.24,0.5,1.69,2.44,4.0,6.0,15.0,13.0,1.88,1.46,21.0,9.0,3.0,5.0,0.0,0.0,,,78.0,93.0,8.0,6.0,2.0,3.0,1.0,1.0,49.0,51.0,1.46,1.88,Bet365,1.95,1.73,3.5,3.75,3.25,3.8,6.003472222222222,5.003472222222222,1.49,1.49,1.49,1.15,0.0,0.53,1.6900000000000004,0.0,15.0,2.3600000000000003,2.3600000000000003,0.82,0.82,1.54,0.51,2.43,0.0,13.0
4352235,142,16,2025-02-14,1739548800.0,20.0,4,True,Ended,8349,Al Nasr Dubai,8346,Al Wasl,0.0,1.0,,,,,4.0,4.0,15.0,14.0,,,14.0,19.0,10.0,3.0,0.0,0.0,,,83.0,70.0,4.0,5.0,1.0,1.0,4.0,2.0,60.0,40.0,,,Bet365,2.9,1.85,3.5,3.6,2.0,3.3,5.0,5.111111111111111,1.2700000000000002,1.2700000000000002,1.1700000000000002,1.1700000000000002,0.1,0.5800000000000001,0.6,0.0,15.0,1.4000000000000004,1.4000000000000004,1.3200000000000005,0.53,0.08,0.9900000000000002,0.96,0.0,14.0
4352240,142,17,2025-02-22,1740231000.0,17.5,5,True,Ended,10904,Dubba Al Husun,8652,Ajman Club,0.0,1.0,0.32,0.4,0.02,0.23,1.0,1.0,6.0,9.0,1.31,0.24,17.0,18.0,1.0,2.0,0.0,0.0,,,115.0,65.0,1.0,2.0,0.0,1.0,2.0,2.0,60.0,40.0,0.24,1.31,Bet365,2.62,5.0,3.9,5.0,2.1,1.4,8.003472222222221,8.003472222222221,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.2499999999999999,0.0,0.03,0.02,0.0,6.0,1.32,1.32,1.28,0.6,0.04,0.18,0.24,0.0,9.0
4352241,142,17,2025-02-22,1740231000.0,17.5,5,True,Ended,8355,Kalba,11134,Khor Fakkan,0.0,1.0,0.42,1.04,0.23,1.49,7.0,2.0,10.0,18.0,0.82,0.43,6.0,15.0,2.0,9.0,0.0,0.0,,,83.0,67.0,2.0,8.0,0.0,1.0,1.0,2.0,56.0,44.0,0.43,0.82,Bet365,1.95,1.67,3.7,4.0,3.1,3.75,8.895833333333334,9.003472222222221,0.44,0.44,0.36,0.35,0.08,0.14,0.23,0.0,10.0,0.8100000000000002,0.8100000000000002,0.7100000000000002,0.5700000000000001,0.1,0.67,1.5,0.0,19.0
4352242,142,17,2025-02-22,1740240900.0,20.25,5,True,Ended,8346,Al Wasl,8353,Al Ain,1.0,0.0,,,,,2.0,2.0,15.0,14.0,,,12.0,13.0,6.0,3.0,0.0,0.0,,,76.0,96.0,3.0,2.0,1.0,0.0,4.0,1.0,45.0,55.0,,,Bet365,2.25,2.6,4.0,4.0,2.4,2.1,8.010416666666666,9.010416666666666,1.39,1.39,1.32,1.28,0.07,1.0399999999999998,1.0499999999999998,0.0,15.0,0.5900000000000001,0.5900000000000001,0.55,0.55,0.04,0.12,0.19,0.0,14.0
4352689,142,17,2025-02-23,1740317400.0,17.5,6,True,Ended,8347,Shabab Al Ahly,11565,Al Urooba,2.0,0.0,1.78,0.15,2.01,0.01,1.0,1.0,14.0,2.0,0.11,1.76,12.0,14.0,8.0,1.0,0.0,0.0,,,108.0,68.0,3.0,1.0,2.0,0.0,1.0,0.0,68.0,32.0,1.76,0.11,Bet365,1.06,1.03,10.0,13.0,34.0,23.0,14.895833333333334,10.003472222222221,2.5,0.92,0.87,0.87,0.05,0.6399999999999999,3.0,2.0,15.0,0.11,0.11,0.11,0.1,0.0,0.11,0.01,0.0,2.0
4352690,142,17,2025-02-23,1740317400.0,17.5,6,True,Ended,8351,Sharjah SC,57374,Al Bataeh,0.0,1.0,1.19,0.55,0.52,0.68,0.0,4.0,19.0,1.0,0.49,1.57,10.0,13.0,6.0,3.0,0.0,0.0,,,120.0,70.0,4.0,1.0,0.0,1.0,2.0,3.0,71.0,29.0,1.57,0.49,Bet365,1.33,1.17,4.75,7.0,7.0,9.0,16.895833333333332,9.003472222222221,1.58,1.58,1.52,1.09,0.06,0.3,0.52,0.0,19.0,0.49,0.49,0.49,0.49,0.0,0.49,0.68,0.0,1.0
4352687,142,17,2025-02-23,1740327300.0,20.25,6,True,Ended,8345,Baniyas,8350,Al-Wahda,0.0,3.0,,,,,2.0,1.0,13.0,14.0,,,13.0,10.0,8.0,4.0,0.0,0.0,,,85.0,85.0,2.0,5.0,1.0,4.0,0.0,1.0,51.0,49.0,,,Bet365,3.4,3.0,3.7,4.0,1.85,1.91,9.118055555555555,15.010416666666666,0.6900000000000001,0.6900000000000001,0.61,0.59,0.08,0.13,0.4,0.0,13.0,1.02,1.02,0.8,0.67,0.22,0.35,1.9,0.0,14.0
4352688,142,17,2025-02-23,1740327300.0,20.25,6,True,Ended,8349,Al Nasr Dubai,8344,Jazira Abu Dhabi,2.0,3.0,,,,,2.0,2.0,15.0,12.0,,,14.0,13.0,10.0,2.0,0.0,0.0,,,119.0,57.0,4.0,5.0,1.0,2.0,1.0,2.0,64.0,36.0,,,Bet365,2.6,2.15,4.0,4.0,2.1,2.5,9.010416666666666,16.010416666666668,2.1500000000000004,1.36,0.67,0.67,0.69,0.3,1.41,1.0,15.0,0.97,0.97,0.94,0.91,0.03,0.27,1.96,0.0,12.0
4352685,142,18,2025-02-26,1740586500.0,20.25,2,True,Ended,11134,Khor Fakkan,8346,Al Wasl,2.0,1.0,1.37,2.35,1.59,3.71,8.0,5.0,12.0,23.0,2.83,1.31,8.0,11.0,4.0,9.0,0.0,0.0,,,77.0,120.0,6.0,9.0,2.0,2.0,2.0,0.0,40.0,60.0,1.31,2.83,Bet365,4.0,2.5,4.0,3.75,1.65,2.25,4.114583333333333,4.0,1.3200000000000005,1.3200000000000005,1.2000000000000002,1.1700000000000002,0.12,1.0300000000000002,1.6,0.0,12.0,2.91,2.91,1.97,1.7400000000000002,0.94,2.24,3.73,0.0,23.0
4352686,142,18,2025-02-27,1740663300.0,17.583333333333332,3,True,Ended,57374,Al Bataeh,8355,Kalba,0.0,0.0,0.48,0.53,0.71,0.07,2.0,7.0,16.0,9.0,0.45,0.74,9.0,12.0,3.0,5.0,0.0,0.0,,,105.0,66.0,7.0,2.0,0.0,0.0,0.0,1.0,57.0,43.0,0.74,0.45,Bet365,2.35,2.4,3.7,4.0,2.45,2.25,4.003472222222222,5.003472222222222,0.76,0.76,0.31,0.31,0.45,0.76,0.7100000000000001,0.0,16.0,0.4599999999999999,0.4599999999999999,0.39,0.39,0.07,0.4599999999999999,0.07,0.0,9.0
4352682,142,18,2025-02-27,1740672900.0,20.25,3,True,Ended,8652,Ajman Club,8349,Al Nasr Dubai,2.0,1.0,0.91,2.14,1.31,0.98,2.0,3.0,10.0,15.0,2.32,1.76,12.0,11.0,0.0,5.0,0.0,0.0,,,84.0,140.0,5.0,3.0,1.0,3.0,3.0,2.0,34.0,66.0,1.76,2.32,Bet365,2.75,2.15,4.0,4.0,2.0,2.5,5.114583333333333,4.0,1.8600000000000003,1.07,1.02,0.95,0.05,0.05,1.31,1.0,11.0,2.36,2.36,2.36,2.14,0.0,0.02,0.98,0.0,15.0
4352683,142,18,2025-02-27,1740672900.0,20.25,3,True,Ended,8350,Al-Wahda,8353,Al Ain,2.0,1.0,1.44,0.41,2.32,0.49,1.0,5.0,24.0,4.0,0.37,2.09,9.0,16.0,6.0,4.0,0.0,1.0,,,126.0,74.0,7.0,2.0,1.0,1.0,2.0,3.0,60.0,40.0,2.09,0.37,Bet365,2.55,2.15,4.0,4.0,2.25,2.5,4.0,5.0,2.08,2.08,1.7800000000000002,1.32,0.3,1.0400000000000005,2.32,0.0,24.0,0.47,0.47,0.47,0.45,0.0,0.47,0.64,0.0,4.0
4352681,142,18,2025-02-28,1740749700.0,17.583333333333332,4,True,Ended,8344,Jazira Abu Dhabi,10904,Dubba Al Husun,1.0,0.0,,,,,2.0,5.0,19.0,7.0,,,11.0,15.0,10.0,6.0,0.0,0.0,,,113.0,75.0,6.0,2.0,2.0,2.0,0.0,2.0,65.0,35.0,,,Bet365,1.29,1.28,4.75,4.5,9.0,9.0,4.888888888888889,6.003472222222222,2.89,1.3100000000000005,1.2200000000000004,1.05,0.09,1.2600000000000005,1.92,2.0,20.0,0.5,0.5,0.5,0.49,0.0,0.5,0.25,0.0,7.0
4352684,142,18,2025-02-28,1740749700.0,17.583333333333332,4,True,Ended,11565,Al Urooba,8351,Sharjah SC,0.0,1.0,,,,,2.0,1.0,2.0,16.0,,,10.0,8.0,1.0,6.0,1.0,0.0,,,43.0,162.0,1.0,3.0,0.0,2.0,0.0,1.0,22.0,78.0,,,Bet365,9.0,10.0,4.75,8.0,1.29,1.12,5.003472222222222,5.003472222222222,0.03,0.03,0.01,0.01,0.02,0.03,0.01,0.0,2.0,0.93,0.93,0.93,0.7900000000000001,0.0,0.7499999999999999,0.8400000000000001,0.0,16.0
4352680,142,18,2025-02-28,1740759300.0,20.25,4,True,Ended,8347,Shabab Al Ahly,8345,Baniyas,2.0,0.0,2.43,0.49,2.5,0.3,5.0,7.0,28.0,7.0,0.29,3.09,16.0,13.0,10.0,5.0,0.0,0.0,,,118.0,56.0,9.0,5.0,5.0,0.0,1.0,3.0,58.0,42.0,3.09,0.29,Bet365,1.22,1.3,5.25,4.75,9.0,7.5,5.114583333333333,5.0,3.139999999999999,2.35,1.66,1.5900000000000003,0.6900000000000002,0.8499999999999999,2.51,1.0,30.0,0.28,0.28,0.28,0.11,0.0,0.1,0.3,0.0,7.0
4352677,142,19,2025-03-27,1743098400.0,22.0,3,True,Ended,8349,Al Nasr Dubai,57374,Al Bataeh,0.0,1.0,1.0,0.57,1.14,0.26,3.0,2.0,13.0,15.0,1.61,1.84,10.0,17.0,7.0,2.0,0.0,0.0,,,120.0,90.0,2.0,4.0,2.0,2.0,2.0,3.0,65.0,35.0,1.84,1.61,Bet365,1.62,1.4,4.1,4.5,3.9,5.5,28.072916666666668,28.18402777777778,1.8500000000000003,1.06,1.0,0.8900000000000001,0.06,0.14,1.13,1.0,13.0,1.6100000000000003,0.8200000000000003,0.8200000000000003,0.6300000000000001,0.0,0.45,0.25,1.0,15.0
4352678,142,19,2025-03-27,1743098400.0,22.0,3,True,Ended,8345,Baniyas,11565,Al Urooba,2.0,1.0,2.0,0.65,2.37,1.36,1.0,3.0,23.0,10.0,1.13,2.45,12.0,9.0,3.0,3.0,0.0,0.0,,,103.0,75.0,4.0,2.0,2.0,0.0,1.0,4.0,52.0,48.0,2.45,1.13,Bet365,1.62,1.62,3.8,4.0,4.2,4.0,27.072916666666668,27.18402777777778,2.45,2.45,2.4000000000000004,2.02,0.05,2.17,2.37,0.0,23.0,1.14,1.14,0.98,0.98,0.16,0.58,1.36,0.0,10.0
4352673,142,19,2025-03-28,1743184800.0,22.0,4,True,Ended,8351,Sharjah SC,8347,Shabab Al Ahly,0.0,0.0,0.62,0.42,0.16,1.24,4.0,3.0,11.0,12.0,1.32,0.48,23.0,11.0,4.0,2.0,0.0,0.0,,,88.0,100.0,3.0,4.0,0.0,1.0,3.0,2.0,53.0,47.0,0.48,1.32,Bet365,2.9,2.8,3.4,3.3,2.1,2.2,28.18402777777778,28.072916666666668,0.49,0.49,0.3299999999999999,0.29,0.16,0.49,0.15,0.0,11.0,1.3300000000000003,0.5399999999999999,0.4899999999999999,0.44,0.05,0.5399999999999999,1.24,1.0,12.0
4352675,142,19,2025-03-28,1743184800.0,22.0,4,True,Ended,8346,Al Wasl,8652,Ajman Club,2.0,0.0,1.2,1.25,1.04,0.04,1.0,2.0,15.0,12.0,1.25,2.25,14.0,10.0,1.0,7.0,0.0,0.0,,,115.0,96.0,5.0,1.0,2.0,2.0,2.0,1.0,59.0,41.0,2.25,1.25,Bet365,1.45,1.45,4.0,4.0,5.75,5.75,30.072916666666668,29.072916666666668,2.3,1.5099999999999998,1.5099999999999998,1.34,0.0,0.3399999999999999,1.04,1.0,15.0,1.2300000000000002,1.2300000000000002,1.15,1.15,0.08,0.01,0.04,0.0,12.0
4352679,142,19,2025-03-28,1743184800.0,22.0,4,True,Ended,11134,Khor Fakkan,8344,Jazira Abu Dhabi,1.0,0.0,0.47,0.88,1.2,0.14,1.0,3.0,9.0,15.0,1.37,0.68,15.0,14.0,6.0,8.0,0.0,0.0,,,83.0,104.0,4.0,1.0,1.0,0.0,2.0,1.0,30.0,70.0,0.68,1.37,Bet365,3.6,2.88,3.9,3.8,1.73,2.0,30.072916666666668,28.18402777777778,0.68,0.68,0.48,0.48,0.2,0.51,1.2000000000000002,0.0,9.0,1.4600000000000004,1.4600000000000004,1.3600000000000003,1.25,0.1,0.75,0.14,0.0,16.0
4352674,142,19,2025-03-29,1743271200.0,22.0,5,True,Ended,10904,Dubba Al Husun,8353,Al Ain,3.0,2.0,0.34,1.85,1.8,2.83,7.0,2.0,9.0,29.0,2.91,1.53,13.0,11.0,1.0,11.0,0.0,1.0,,,57.0,120.0,5.0,9.0,3.0,4.0,5.0,1.0,29.0,71.0,1.53,2.91,Bet365,7.0,7.5,4.5,4.33,1.33,1.33,29.18402777777778,30.072916666666668,1.53,1.53,1.36,1.34,0.17,0.95,1.79,0.0,9.0,2.9500000000000006,2.9500000000000006,2.9200000000000004,2.44,0.03,1.62,2.83,0.0,29.0
4352676,142,19,2025-03-29,1743271200.0,22.0,5,True,Ended,8355,Kalba,8350,Al-Wahda,0.0,1.0,0.66,1.81,0.09,1.64,6.0,5.0,11.0,15.0,1.57,0.59,12.0,12.0,7.0,3.0,1.0,0.0,,,82.0,118.0,5.0,7.0,0.0,1.0,1.0,1.0,39.0,61.0,0.59,1.57,Bet365,4.5,4.33,3.75,3.6,1.6,1.65,30.18402777777778,30.072916666666668,0.61,0.61,0.2699999999999999,0.2699999999999999,0.34,0.07,0.09,0.0,11.0,1.63,1.63,1.59,1.1700000000000002,0.04,1.14,1.6400000000000003,0.0,15.0
4352669,142,20,2025-04-04,1743774600.0,17.833333333333332,4,True,Ended,10904,Dubba Al Husun,11134,Khor Fakkan,0.0,1.0,0.59,0.18,0.22,1.2,2.0,2.0,12.0,8.0,1.14,0.5,11.0,9.0,4.0,1.0,0.0,0.0,,,115.0,97.0,2.0,3.0,0.0,1.0,0.0,1.0,51.0,49.0,0.5,1.14,Bet365,2.88,3.4,3.6,3.6,2.05,1.83,5.826388888888889,6.826388888888889,0.96,0.96,0.53,0.5000000000000001,0.43,0.26,0.22,0.0,13.0,1.14,0.35,0.35,0.3,0.0,0.27,1.19,1.0,8.0
4352670,142,20,2025-04-04,1743784200.0,20.5,4,True,Ended,8350,Al-Wahda,8349,Al Nasr Dubai,2.0,2.0,0.77,0.43,0.83,0.86,2.0,0.0,7.0,7.0,0.23,0.72,10.0,9.0,5.0,1.0,0.0,0.0,,,70.0,71.0,2.0,4.0,2.0,1.0,3.0,0.0,53.0,47.0,0.72,0.23,Bet365,1.75,1.65,3.6,3.75,3.75,4.2,5.9375,7.9375,0.73,0.73,0.73,0.73,0.0,0.73,0.8300000000000001,0.0,7.0,0.25,0.25,0.2,0.19,0.05,0.0699999999999999,0.86,0.0,7.0
4352667,142,20,2025-04-05,1743861000.0,17.833333333333332,5,True,Ended,11565,Al Urooba,8355,Kalba,2.0,1.0,0.39,1.35,0.46,1.35,7.0,2.0,9.0,21.0,1.22,0.63,11.0,12.0,3.0,10.0,0.0,0.0,,,72.0,120.0,4.0,8.0,1.0,0.0,2.0,0.0,40.0,60.0,0.63,1.22,Bet365,3.9,4.75,3.6,4.0,1.73,1.53,8.82638888888889,6.826388888888889,0.6400000000000001,0.6400000000000001,0.6200000000000001,0.5399999999999999,0.02,0.5399999999999999,0.46,0.0,9.0,1.3300000000000003,1.3300000000000003,1.12,1.04,0.21,1.0300000000000002,1.4500000000000004,0.0,22.0
4352666,142,20,2025-04-05,1743870600.0,20.5,5,True,Ended,57374,Al Bataeh,8652,Ajman Club,1.0,1.0,0.21,1.73,0.14,1.09,3.0,4.0,12.0,13.0,1.12,0.49,16.0,12.0,3.0,6.0,0.0,0.0,,,86.0,81.0,5.0,4.0,1.0,1.0,1.0,2.0,43.0,57.0,0.49,1.12,Bet365,2.6,2.3,3.3,3.3,2.35,2.62,8.9375,7.9375,0.49,0.49,0.4599999999999999,0.35,0.03,0.22,0.15,0.0,12.0,1.12,1.12,1.0700000000000005,0.99,0.05,1.02,1.09,0.0,13.0
4352665,142,20,2025-04-07,1744033800.0,17.833333333333332,0,True,Ended,8344,Jazira Abu Dhabi,8346,Al Wasl,0.0,5.0,0.75,0.49,0.8,2.46,5.0,2.0,8.0,22.0,2.01,0.52,11.0,14.0,1.0,4.0,0.0,0.0,,,93.0,66.0,2.0,10.0,0.0,3.0,4.0,2.0,50.0,50.0,0.52,2.01,Bet365,2.25,2.1,3.6,3.5,2.55,2.8,9.82638888888889,9.82638888888889,0.52,0.52,0.43,0.38,0.09,0.0,0.81,0.0,8.0,2.03,2.03,1.5000000000000004,1.2300000000000002,0.53,0.38,2.4599999999999995,0.0,22.0
4352671,142,20,2025-04-07,1744043400.0,20.5,0,True,Ended,8347,Shabab Al Ahly,8353,Al Ain,0.0,0.0,1.43,0.85,0.22,0.43,4.0,2.0,8.0,15.0,0.89,0.72,9.0,11.0,5.0,8.0,0.0,0.0,,,54.0,80.0,2.0,4.0,0.0,0.0,3.0,1.0,41.0,59.0,0.72,0.89,Bet365,1.8,1.57,3.9,4.0,3.3,4.33,9.9375,8.9375,0.5700000000000001,0.5700000000000001,0.44,0.44,0.13,0.5700000000000001,0.19,0.0,8.0,0.8900000000000001,0.8900000000000001,0.73,0.54,0.16,0.8900000000000001,0.41,0.0,15.0
4398455,142,21,2025-04-11,1744379700.0,17.916666666666668,4,True,Ended,8345,Baniyas,10904,Dubba Al Husun,2.0,4.0,1.94,0.98,1.73,1.42,3.0,2.0,11.0,19.0,1.65,1.74,16.0,10.0,3.0,5.0,0.0,0.0,,,93.0,80.0,4.0,7.0,3.0,1.0,2.0,1.0,54.0,46.0,1.74,1.65,Bet365,1.8,2.0,3.5,3.7,3.75,3.1,14.82986111111111,7.003472222222222,1.73,1.73,1.7,0.68,0.03,0.21,1.73,0.0,11.0,1.64,1.64,1.34,1.05,0.3,0.12,1.43,0.0,19.0
4398456,142,21,2025-04-11,1744379700.0,17.916666666666668,4,True,Ended,8652,Ajman Club,8344,Jazira Abu Dhabi,1.0,1.0,0.71,1.21,0.68,1.3,3.0,0.0,9.0,13.0,1.7,1.11,16.0,21.0,4.0,6.0,0.0,0.0,,,90.0,98.0,1.0,4.0,2.0,1.0,2.0,1.0,49.0,51.0,1.11,1.7,Bet365,3.0,2.4,3.6,3.6,2.05,2.5,5.892361111111111,4.003472222222222,1.2500000000000002,1.2500000000000002,1.2000000000000002,1.15,0.05,0.39,0.64,0.0,10.0,1.9,1.9,1.7900000000000005,1.16,0.11,1.5200000000000002,1.3,0.0,13.0
4398453,142,21,2025-04-11,1744389000.0,20.5,4,True,Ended,8355,Kalba,8347,Shabab Al Ahly,1.0,2.0,0.33,1.7,0.44,1.41,3.0,4.0,13.0,19.0,2.68,0.91,11.0,10.0,3.0,8.0,0.0,0.0,,,75.0,111.0,5.0,5.0,1.0,4.0,3.0,5.0,38.0,62.0,0.91,2.68,Bet365,8.0,7.0,4.75,4.6,1.33,1.36,6.111111111111111,4.0,0.9200000000000002,0.9200000000000002,0.8800000000000001,0.8600000000000001,0.04,0.2799999999999999,0.45,0.0,13.0,2.6700000000000004,2.6700000000000004,2.64,2.64,0.03,2.0800000000000005,1.4,0.0,19.0
4398452,142,21,2025-04-12,1744466100.0,17.916666666666668,5,True,Ended,8353,Al Ain,11565,Al Urooba,3.0,0.0,0.77,0.32,2.25,0.0,0.0,6.0,25.0,4.0,0.32,2.07,11.0,3.0,9.0,4.0,0.0,0.0,,,101.0,75.0,9.0,0.0,1.0,0.0,1.0,0.0,56.0,44.0,2.07,0.32,Bet365,1.11,1.17,8.0,6.5,17.0,10.0,4.892361111111111,7.003472222222222,2.16,2.16,2.1,1.7000000000000002,0.06,0.41,2.309999999999999,0.0,26.0,0.3,0.3,0.3,0.16,0.0,0.13,0.0,0.0,4.0
4398454,142,21,2025-04-12,1744466100.0,17.916666666666668,5,True,Ended,11134,Khor Fakkan,57374,Al Bataeh,1.0,1.0,0.86,0.54,0.2,1.54,7.0,4.0,11.0,16.0,0.83,0.73,11.0,12.0,9.0,9.0,0.0,0.0,,,70.0,65.0,5.0,8.0,0.0,0.0,3.0,1.0,57.0,43.0,0.73,0.83,Bet365,2.1,1.65,3.5,4.0,3.0,3.9,8.003472222222221,6.892361111111111,0.7200000000000001,0.7200000000000001,0.66,0.5700000000000001,0.06,0.65,0.1899999999999999,0.0,11.0,1.56,1.56,1.56,1.37,0.0,1.01,2.48,0.0,17.0
4398451,142,21,2025-04-12,1744475400.0,20.5,5,True,Ended,8346,Al Wasl,8350,Al-Wahda,2.0,2.0,1.01,1.21,2.46,1.48,8.0,7.0,17.0,24.0,2.11,1.98,19.0,7.0,2.0,10.0,0.0,0.0,,,67.0,130.0,10.0,10.0,2.0,3.0,2.0,1.0,41.0,59.0,1.98,2.11,Bet365,2.1,2.25,3.7,3.75,2.8,2.5,5.111111111111111,8.0,2.01,2.01,2.01,1.14,0.0,1.36,2.46,0.0,17.0,2.1,2.1,1.77,1.6,0.33,0.45,1.48,0.0,24.0
